Country_Name,Country_code,Year,log_gdp_per_capita,annual_inflation,change_in_volume_of_imports,change_in_volume_of_exports,unemployment_rate,gov_revenue_per_GDP,log_gov_expenditure_per_GDP,gov_lending_minus_borrowing_per_GDP,gov_net_debt_per_GDP,exports_minus_imports_per_GDP,log10_share_world_GDP,
Panama,PAN,2022,4.148926404279561,-0.832,-18.809,-26.383,10.923,14.938,1.3787793310606915,-6.827,40.227,-7.05,-0.8849980322972172,
Papua New Guinea,PNG,2022,3.4234949072821808,3.374,28.045,-3.089,6.908,13.97,1.3061246707365297,-3.672,30.3915,14.728,-1.3311998185223108,
Paraguay,PRY,2022,3.691027533652167,2.909,-17.452,-14.737,6.978,18.039,1.4115523682653042,-6.29,31.645,-0.711,-1.0944502734252672,
Peru,PER,2022,3.766761481304579,1.812,-10.184,-13.429,12.473,18.323,1.442965530834671,-7.929,21.984,-1.057,-0.35781848206949135,
Philippines,PHL,2022,3.527955821583826,2.438,-21.452,-20.163,10.35,17.218,1.4028114269919485,-5.997,34.343500000000006,1.612,-0.07236880223723516,
Poland,POL,2022,4.184791903016095,3.318,-9.256,-7.401,3.767,40.707,1.7090239041763056,-9.092,53.5,3.026,0.13081907362615325,
Portugal,PRT,2022,4.33462160569613,-0.004,-22.066,-28.573,8.125,42.141,1.703222573542804,-5.338,130.272,-3.139,-0.2687525391878437,
PuertoRico,PRI,2022,4.478758494992258,-1.622,-14.905,-22.376,12,22.277,1.4154908521714686,-1.443,57.560500000000005,-4.297,-0.71958462127292,
Qatar,QAT,2022,4.722231602582109,-2.17,-15.459,-4.489,12.338000000000001,35.354,1.5095385335524316,5.113,62.741,-0.6,-0.48915873350217365,
Romania,ROM,2022,4.271128034508448,0.824,-9.561499999999999,-11.9925,8.0,38.849,1.6712191402986145,-6.473,53.5,-1.568,-0.775889019824604,
Russian Federation,RUS,2022,3.998804044981877,3.22,-12.642,-8.773,5.6,32.01,1.5716506114879485,-4.861,53.5,1.172,0.51173292648844,
Rwanda,RWA,2022,2.9156119175411237,6.9,2.509,8.842,12.338000000000001,20.094,1.4442009888641596,-6.021,62.741,-16.737,-1.6498676198976943,
Samoa,WSM,2022,3.6110655282554536,2.8,-11.036000000000001,-13.869,6.908,28.423,1.5524126736029649,-6.731,30.3915,-7.084,-2.769532984910447,
SanMarino,SMR,2022,4.619956988754961,0.498,-9.561499999999999,-11.9925,10.08,19.844,1.377324467736556,-3.446,53.5,-4.457,-2.5120475095060195,
Sao Tome and Principe,STP,2022,3.2814629016601295,7.867,-13.755,-42.88,12.338000000000001,24.496,1.4637885069558354,-3.858,62.741,-16.985,-2.9913817345268034,
SaudiArabia,SAU,2022,4.291956836888604,3.575,-16.036,-10.82,12.338000000000001,28.353,1.5901393543696392,-12.215,16.769,-2.514,0.18147552522604896,
Senegal,SEN,2022,3.1630032582332763,1.989,0.211,-10.562,12.338000000000001,21.476,1.442620852656338,-4.043,62.741,-9.195,-1.2235295533366612,
Serbia,SRB,2022,3.8748956208447476,1.458,-5.735,-8.595,13.384,37.992,1.6632484959900335,-6.091,55.681,-6.41,-0.906894484342104,
Seychelles,SYC,2022,4.09070199877731,3.898,-30.412,-33.938,3,35.169,1.70445081431542,-11.648,78.46,-28.335,-2.556763893146009,
SierraLeone,SLE,2022,2.714720281464621,15.696,2.517,-8.274,12.338000000000001,19.78,1.4175049075723125,-3.333,62.741,-12.13,-2.1172088263042808,
Singapore,SGP,2022,4.7670367714040145,-0.407,-5.674,-5.922,3,17.685,1.4542043750355151,-4.842,34.343500000000006,14.976,-0.13033167658382794,
Sint Maarten (Dutchpart),SXM,2022,3.871853035189192,1.812,-14.905,-22.376,11.225,24.005000000000003,1.4950028664386243,-5.723000000000001,57.560500000000005,-4.297,-1.2666822318422821,
Slovak Republic,SVK,2022,4.271128034508448,1.527,-16.88,-17.359,7.783,42.313,1.7088541285708898,-7.669,53.5,-3.141,-0.603385394380727,
Slovenia,SVN,2022,4.3986133377564345,0.503,-13.693,-14.053,8,39.66,1.6855626111582298,-7.37,50.193,4.518,-0.9067780671099624,
Solomon Islands,SLB,2022,3.374240456018705,3.877,-10.253,-30.421,6.908,31.359,1.5676497020152154,-5.415,5.258,-11.323,-2.45474590519778,
Somalia,SOM,2022,3.293716034826109,3.631,-8.189,-11.244,12.338000000000001,12.666,1.4503799929599426,-4.536,62.741,-12.843,-1.9569269302311671,
South Africa,ZAF,2022,3.6753887679365222,3.335,-15.14,-11.35,36.989,27.048,1.613746710480594,-9.315,74.473,-1.622,-0.16927881524529156,
South Sudan,SSD,2022,2.4816518421095353,27.08,-8.189,-11.244,12.338000000000001,32.227,1.532945375615925,-0.1,62.741,14.62,-2.011997345256491,
Spain,ESP,2022,4.42864705651476,-0.226,-22.336,-25.495,16.805,38.634,1.7220330620481341,-11.71,106.912,0.539,0.48184787417953184,
Sri Lanka,LKA,2022,3.5679539881905047,4.665,-13.274,-19.91,8.35,9.255,1.2760939917592173,-3.207,34.343500000000006,-3.629,-0.7395291627205108,
St.Kitts and Nevis,KNA,2022,4.183167309603889,0.687,-21.653,-49.236,11.225,34.443,1.6426029975418266,-7.592,57.560500000000005,-21.01,-2.693692482119851,
St.Lucia,LCA,2022,3.9903610574144257,0.341,-29.076,-62.693,11.225,20.044,1.4960158390898621,-7.887,57.560500000000005,-16.797,-2.388283009190379,
St.Martin (Frenchpart),MAF,2022,3.871853035189192,1.812,-14.905,-22.376,11.225,24.005000000000003,1.4950028664386243,-5.723000000000001,57.560500000000005,-4.297,-1.2666822318422821,
St.Vincent and the Grenadines,VCT,2022,3.847145557461885,0.866,-19.582,-42.363,11.225,28.713,1.5549129505683348,-4.916,85.366,-18.732,-2.7720361300642513,
Sudan,SDN,2022,2.866049150409893,141.604,-8.189,-1.663,25,6.842,1.1358638137998698,-6.822,62.741,-12.728,-1.2056974290355358,
Suriname,SUR,2022,3.6231624228144717,49.769,-20.547,-25.352,11.225,22.834,1.5650682216571017,-7.357,57.560500000000005,-7.994,-2.205261554471884,
Swaziland,SWZ,2022,3.5333665445484117,4.115,-4.29,-17.945,12.338000000000001,27.238,1.5551791216988493,-6.436,42.468,1.027,-2.0349262547863574,
Sweden,SWE,2022,4.701906309377893,0.821,-7.608,-8.068,8.669,47.445,1.727093719464859,-5.787,9.221,3.24,0.10242758844268539,
Switzerland,CHE,2022,4.913111316283095,-0.77,-6.142,-5.94,3.211,33.12,1.5720347214496775,-4.003,27.951,8.477,0.21129652929680215,
Syrian Arab Republic,SYR,2022,3.293716034826109,3.631,-8.189,-11.244,12.338000000000001,21.21,1.4503799929599426,-4.536,62.741,-6.799,-1.4406849121075818,
Tajikistan,TJK,2022,2.920929050743679,8.075,2.211,10.963,4.7,24.295,1.48135662107913,-4.963,34.343500000000006,-7.15,-1.7696328341997483,
Tanzania,TZA,2022,3.043578388916586,3.555,7.055,-2.336,12.338000000000001,15.142,1.2304744673611585,-0.117,62.741,-3.225,-0.8449091573930465,
Thailand,THA,2022,3.8630330354727325,-0.428,-19.4,-21.243,1,21.024,1.4188810685343578,-4.769,34.343500000000006,4.168,0.04634997055376015,
Timor-Leste,TMP,2022,3.293716034826109,3.631,-8.189,-11.244,12.338000000000001,21.21,1.4503799929599426,-4.536,62.741,-6.799,-1.4406849121075818,
Togo,TGO,2022,2.839022144634636,1.396,6.452,-5.646,12.338000000000001,22.929,1.4778011169881486,-4.073,62.741,-6.283,-1.8655702944891077,
Tonga,TON,2022,3.700977876310572,0.546,-11.036000000000001,-13.869,6.908,45.689,1.6082264168133937,5.839,30.3915,-4.649,-2.982325028502493,
Trinidad and Tobago,TTO,2022,4.209439944811151,-0.003,-4.308,-22.376,11.225,20.174,1.5287239232609937,-11.056,8.085,-3.308,-1.3155998823953192,
Tunisia,TUN,2022,3.5179147267215027,5.836,-27,-18,12.338000000000001,25.005,1.5199329465268103,-4.878,62.741,-8.275,-1.0944186296872735,
Turkey,TUR,2022,3.887356758021361,11.942,-6.396,-17.814,14.622,28.988,1.5666260187515728,-5.096,35.237,-3.658,0.14971588074445846,
Turkmenistan,TKM,2022,3.9070661529976576,8,-1.827,-8.711,4.7,12.336,1.1391231341095795,-4.842,34.343500000000006,1.002,-0.9388558426865391,
Turks and Caicos Islands,TCA,2022,3.871853035189192,1.812,-14.905,-22.376,11.225,24.005000000000003,1.4950028664386243,-5.723000000000001,57.560500000000005,-4.297,-1.2666822318422821,
Tuvalu,TUV,2022,3.611804000707579,1.5,-11.036000000000001,-13.869,6.908,115.555,2.106707526121995,-13.145,30.3915,17.009,-4.010082233193047,
Uganda,UGA,2022,2.961589083699613,4.178,-0.417,-0.552,12.338000000000001,12.905,1.28907587889822,-4.48,62.741,-7.966,-1.0552610501412534,
Ukraine,UKR,2022,3.5346314105481866,3.168,-6.989,-4.041,11.037,39.095,1.6712191402986145,-4.027,53.5,4.324,-0.49557698237820863,
United Arab Emirates,ARE,2022,4.5044425882556745,-1.5,-13.142,-11.936,12.338000000000001,26.014,1.5552516855222267,-9.271,62.741,3.551,-0.11828282833807549,
United Kingdom,GBR,2022,4.59360192352699,0.772,-19.985,-14.61,5.375,36.63,1.7250454454859705,-15.452,98.148,-2.049,0.7687633330569515,
United States,USA,2022,4.799694734137085,1.52,-12.311,-12.627,8.891,28.47,1.673831570744718,-16.688,106.781,-2.123,1.652064323872183,
Uruguay,URY,2022,4.185590879225328,9.988,-1.76,-13.683,9.677,30.681,1.5616975326539935,-2.919,59.7,-1.696,-0.9241212822121944,
Uzbekistan,UZB,2022,3.2462178235632413,13.023,-11.608,-19.909,4.7,24.718,1.4602361293103068,-4.015,34.343500000000006,-6.435,-0.8678555015440912,
Vanuatu,VUT,2022,3.4591948991475476,2.915,-11.036000000000001,-13.869,6.908,47.41,1.7406310794983273,-6.731,30.3915,-0.306,-2.723176880220672,
Venezuela RB,VEN,2022,3.240327052320227,6500.00,-19.528,-50.183,11.225,24.005000000000003,1.4950028664386243,-5.723000000000001,57.560500000000005,-4.14,-1.0903662489505408,
Vietnam,VNM,2022,3.543758964890416,3.772,-1.499,-2.843,3.3,16.981,1.3617844794298728,-4.622,34.343500000000006,1.162,-0.1016990978093007,
West Bank and Gaza,WBG,2022,3.4615090313601002,-1.182,-10.517,-19.866,32.208,22.538,1.5260030860928138,-4.536,62.741,-11.06,-1.4783734563825905,
Yemen Rep.,YEM,2022,2.8096445452718006,26.4,-17.724,-7.22,12.338000000000001,5.731,1.1744087320731222,-8.928,81.08,-6.49,-1.4581689096950978,
Zambia,ZMB,2022,3.000624934209221,14.45,-8.434,-4.66,12.338000000000001,17.996,1.3800845540115296,2.402,99.72,-1.037,-1.3978071166508577,
Zimbabwe,ZWE,2022,2.9646588466831596,622.779,-8.189,-11.244,12.338000000000001,14.207,1.2056103099025213,-1.249,62.741,-3.606,-1.7835338793516353,
Taiwan,TWN,2022,4.42991740966654,-0.1,-3.15,-4.943,3.9,14.823,1.2894997658738567,-4.842,33.719,9.588,0.14804253826177471,
Afghanistan,AFG,2023,2.7040020073691062,4.793,4.958,38.067,10.75,25.783,1.4464594965946918,-2.133,64.474,7.775,-1.392911252570285,
Albania,ALB,2023,3.7127145043021446,1.675,12.285,36.824,11.5,26.747,1.4978829424244315,-2.579,75.779,-8.501,-1.4871082678234742,
Algeria,DZA,2023,3.537746077109417,3.8,-0.503,-5.859,14.301,27.77,1.592687391766162,-11.523,64.034,-16.615,-0.5186685215894709,
American Samoa,ASM,2023,3.6119143980071065,2.1385,6.3004999999999995,6.594,6.978,35.81,1.6486624478733192,-4.672,40.101,-2.377,-2.777682162350725,
Andorra,ADO,2023,4.334577788850711,1.457,9.3515,9.0035,7.144,40.526,1.6561748918385482,-2.642,53.383,-0.89,-0.7793786460479025,
Angola,AGO,2023,3.3283286269163592,20.631,13.388,-0.296,10.75,19.679,1.296840627340024,6.026,64.474,0.114,-0.8404173006493284,
Antigua and Barbuda,ATG,2023,4.168728417278666,0.951,13.191,12.248,10.11,22.199,1.4375761760140902,-2.068,57.039,-24.705,-2.4761741319858612,
Argentina,ARG,2023,3.9588074784637617,2.0869999999999997,23.968,7.401,10.11,25.991,1.469939774786342,-2.057,57.039,1.24,-0.06900955018114546,
Armenia,ARM,2023,3.6460653741472946,2.025,9.98,13.596,21.105,23.969,1.4353505689080446,-0.471,53.383,-7.301,-1.5567910635786404,
Aruba,ABW,2023,4.356207381129783,1.809,10.259,12.248,10.539,26.397,1.5180267304569792,-0.486,57.039,-17.175,-2.280161898289943,
Australia,AUS,2023,4.7574781725327195,1.343,6.287,3.299,7.678,33.602,1.6440247785914583,-9.519,49.165,-0.089,0.4707259481614706,
Austria,AUT,2023,4.738941407854119,1.756,8.494,10.192,5.5,48.557,1.7201758476425222,-3.019,61.736,2.498,-0.0018063861889871594,
Azerbaijan,AZE,2023,3.643825614756447,3.1,7.281,-3.688,5.755,35.61,1.6169898507893268,-4.933,53.383,-4.419,-1.0394028839068317,
Bahamas The,BHS,2023,4.498746421801125,2.12,13.624,44.121,20.305,15.857,1.4125613390944922,-6.634,77.882,-15.932,-1.5883390421731536,
Bahrain,BHR,2023,4.374938514356959,2.8,14.433,6.752,3.912,21.708,1.4904781973202073,-4.371,64.474,-5.657,-1.1310129162269773,
Bangladesh,BGD,2023,3.2988203394109172,5.876,7.548,0.475,4.244,8.815,1.1730405075510624,-3.702,36.1515,-2.757,-0.12537510626069673,
Barbados,BRB,2023,4.2423321811279635,1.568,14.383,29.589,12.8,30.861,1.4981450767512474,3.5,123.386,-6.807,-1.9871149174475424,
Belarus,BLR,2023,3.813789079841168,5.073,4.536,5.525,1.104,36.345,1.5923433345820437,-0.814,53.383,-2.208,-0.9154811463460761,
Belgium,BEL,2023,4.699412411859377,1.245,6.871,5.798,7.638,50.079,1.7511250715355835,-4.888,104.029,-0.825,0.06354565285308726,
Belize,BLZ,2023,3.5985629074567393,0.657,16.227,24.717,20.883,29.732,1.5785589898585117,-4.21,57.039,-11.38,-2.4602263224705,
Benin,BEN,2023,3.1462707089986726,2,23.059,48.452,10.75,14.014,1.2420193649755522,-1.144,64.474,-4.842,-1.4123508895213903,
Bermuda,BMU,2023,4.661534799572345,2.12,9.68,7.159,7.922,28.772,1.5733938349225207,-6.881,77.882,-2.434,0.561662004396758,
Bhutan,BTN,2023,3.5373820631226045,4.597,-14.527,6.936,4.244,27.032,1.5390760987927767,-6.251,36.1515,-13.504,-2.2458095314469753,
Bolivia,BOL,2023,3.558490168676975,4.117,14.116,-0.316,4,27.08,1.5334670048845358,-5.443,60.782,-3.54,-1.0323046689885167,
Bosnia and Herzegovina,BIH,2023,3.8153333058915955,0.415,10.317,10.208,17.5,42.362,1.6696329542231636,-3.515,30.736,-6.138,-1.3586439685253537,
Botswana,BWA,2023,3.8473159547326676,2.989,16.756,37.226,10.75,27.135,1.5524857010929476,-12.789,19.389,-3.114,-1.4109096226729423,
Brazil,BRA,2023,3.8278969562038254,2.907,12.535,7.818,14.125,29.814,1.5603012588496392,-3.082,74.002,0.016,0.4858991656997003,
Brunei Darussalam,BRN,2023,4.419518261372544,0.508,26.895,10.204,6.822,22.669,1.5581923892398495,-13.487,36.1515,2.794,-1.607336429778563,
Bulgaria,BGR,2023,4.054951855894088,1.719,12.251,12.525,4.5,36.182,1.5710796389311414,-0.932,10.678,2.28,-0.7855979510636096,
Burkina Faso,BFA,2023,2.929822376658122,2,10.115,-3.549,10.75,21.102,1.409966919252241,-3.024,64.474,-3.493,-1.400591038101783,
Burundi,BDI,2023,2.4265421651157886,5.199,1.533,1.134,10.75,22.118,1.48910028696896,-5.914,64.474,-20.848,-2.1861517713527245,
Cambodia,KHM,2023,3.225314451867492,2.892,9.882,25.707,4.244,21.416,1.376613450857794,-2.036,36.1515,-16.269,-1.2052609563346655,
Cameroon,CMR,2023,3.2193434756612613,2.25,9.749,13.585,10.75,14.245,1.2434845220064583,-2.358,43.506,-4.521,-1.0281467443106767,
Canada,CAN,2023,4.661534799572345,1.268,9.68,5.922,7.922,37.336,1.6632862164470776,-8.221,48.42,-2.434,0.561662004396758,
Cape Verde,CPV,2023,3.565277432768334,1.2,10.608,30.294,8.5,27.954,1.5742744045656223,-6.912,128.301,-10.048,-2.358461759803611,
Cayman Islands,CYM,2023,3.8887471327828336,2.0869999999999997,10.259,12.248,10.11,25.991,1.469939774786342,-2.057,57.039,-4.098,-1.2730107454918085,
Central African Republic,CAF,2023,2.7174649548715597,2.473,3.503,6.864,10.75,18.547,1.2689054412120144,0.285,64.474,-5.307,-2.258502015446957,
Chad,TCD,2023,2.851366603005259,3.011,11.279,19.554,10.75,16.276,1.2431124927881656,-0.324,64.474,-9.714,-1.5893608755847566,
Chile,CHL,2023,4.152554039081788,2.672,10.359,0.477,10.196,25.822,1.474624134418614,-3.663,18.306,-2.919,-0.22166540569280288,
China,CHN,2023,4.068662581551979,2.679,10.047,7.847,3.64,24.971,1.5652691607963563,-10.857,36.1515,0.677,1.554550246904476,
Colombia,COL,2023,3.736930873565735,2.102,6.719,2.931,15.836,26.617,1.5160327028789335,-2.891,61.752,-3.917,-0.23903480791032952,
Comoros,COM,2023,3.1556639122974564,2.1,-7.982,12.255,10.75,19.526,1.3464507775096948,-2.335,64.474,-1.48,-2.561126818211361,
Congo Dem.Rep.,ZAR,2023,3.3267617522814614,3.411,7.6095,11.7105,10.75,21.336,1.4195757810621397,-3.0235000000000003,64.474,-5.3505,-1.4322263839229203,
Congo Rep.,COG,2023,3.356257291694297,2.639,11.654,3.787,10.75,23.72,1.340087013697425,3.155,64.474,-1.881,-1.6479865930622675,
Costa Rica,CRI,2023,4.0720545866661535,0.851,5.64,7.109,18.5,14.074,1.3365197704104161,-1.995,57.039,-4.143,-0.898002860838393,
Cote d'Ivoire,CIV,2023,3.410061533842056,1.4,7.087,12.642,10.75,14.499,1.269442891071236,-2.507,64.474,-2.934,-0.8119387629047348,
Croatia,HRV,2023,4.214882773918327,0.788,25.019,28.073,10.316,46.891,1.707876628761648,-1.915,53.383,-3.087,-0.8575277937969283,
Cuba,CUB,2023,3.8887471327828336,2.0869999999999997,10.259,12.248,10.11,25.991,1.469939774786342,-2.057,57.039,-4.098,-1.2730107454918085,
Curacao,CUW,2023,3.8887471327828336,2.0869999999999997,10.259,12.248,10.11,25.991,1.469939774786342,-2.057,57.039,-4.098,-1.2730107454918085,
Cyprus,CYP,2023,4.4725480256975425,1.018,10.948,12.026,7,43.765,1.6608370298353445,0.306,53.383,-9.053,-1.261231244999724,
Czech Republic,CZE,2023,4.414816806711769,2.398,9.407,11.336,3.4,41.015,1.6561748918385482,-3.668,29.798,-0.532,-0.2339599967398755,
Denmark,DNK,2023,4.803762584893572,0.9,7,7.5,6,50.677,1.7297315952870354,-3.292,17.186,6.562,-0.127500919658557,
Djibouti,DJI,2023,3.5152298691912933,2.35,4.996,7.276,10.75,19.005,1.3421264699557252,-2.202,41.438,-2.504,-2.091427912045487,
Dominica,DMA,2023,3.9090513769184083,1.882,7.367,30.049,10.11,33.894,1.5327416428971903,1.484,57.039,-26.307,-2.932994285579834,
Dominican Republic,DOM,2023,3.8887471327828336,4,5.925,18.241,8,13.901,1.235679918564692,0.174,57.298,-4.486,-0.7508853065638529,
Ecuador,ECU,2023,3.7473527584686175,1.05,5.351,2.239,5.643,31.643,1.5386616896384038,-1.344,57.039,-0.143,-0.710355633607699,
Egypt Arab Rep.,EGY,2023,3.55706064760426,6.178,-17.731,-21.766,9.664,19.971,1.4479947926537287,0.428,82.692,-4.182,-0.11266557819751954,
El Salvador,SLV,2023,3.6045748610265416,1.101,9.028,13.924,9.5,21.072,1.469939774786342,-3.547,57.039,-4.528,-1.279204616011625,
Equatorial Guinea,GNQ,2023,3.903105187032811,2.153,9.752,-2.914,10.75,15.28,1.2424420360375308,-0.397,37.08,-5.764,-1.6590547661817847,
Eritrea,ERI,2023,2.800998041877699,2.649,6.814,6.521,10.75,31.796,1.5590923076749008,-2.953,64.474,10.789,-2.331618761662115,
Estonia,EST,2023,4.421234948873115,1.4,8.471,6.958,6.109,37.989,1.6319913652755726,-4.873,13.448,2,-1.13816057006871,
Ethiopia,ETH,2023,2.9627877995638756,11.466,3.578,0.291,10.75,11.918,1.175859573543703,-2.36,55.63,-4.648,-0.7345277014518077,
Fiji,FJI,2023,3.6832623300561282,1.1,6.3004999999999995,6.594,6.304,17.3,1.4199557484897578,-4.003,82.496,-12.1,-2.0179311433848843,
Finland,FIN,2023,4.738914471718593,1.264,3.34,5.5,8.563,53.454,1.7603923230369432,-4.093,34.505,-0.691,-0.21672140002013876,
France,FRA,2023,4.6509851542652765,0.633,8.456,8.97,10.168,52.643,1.771543387832646,-5.343,109.846,-1.774,0.767155941770201,
French Polynesia,PYF,2023,3.6119143980071065,2.1385,6.3004999999999995,6.594,6.978,35.81,1.6486624478733192,-4.672,40.101,-2.377,-2.777682162350725,
Gabon,GAB,2023,3.8912323966641504,3,-3.244,2.042,10.75,15.758,1.2864789249307682,-0.628,64.474,-6.037,-1.4530552878365433,
Gambia The,GMB,2023,2.9077251434032214,6.042,19.877,39.92,10.75,20.538,1.3762666358701017,-0.452,64.474,-10.806,-2.356643864801418,
Georgia,GEO,2023,3.6734153734457577,2.5,22.076,35.895,7.144,25.174,1.4765128164387533,-3.153,53.383,-8.524,-1.4178717443788535,
Germany,DEU,2023,4.715730404025967,1.079,7.678,9.037,4.23,45.821,1.6903644472891368,-2.731,54.158,6.829,0.9387597061427881,
Ghana,GHA,2023,3.361705176583938,8.733,9.43,7.08,10.75,12.767,1.342856758301525,-3.601,70.755,-2.923,-0.8139047329098064,
Greece,GRC,2023,4.312191959663679,0.686,6.06,17.343,18.252,48.282,1.7100496335954745,-0.01,53.383,-4.468,-0.3383842552145335,
Greenland,GRL,2023,4.661534799572345,2.12,9.68,7.159,7.922,28.772,1.5733938349225207,-6.881,77.882,-2.434,0.561662004396758,
Grenada,GRD,2023,4.009072954689495,1.137,9.501,10.898,10.11,25.991,1.3935401073479632,3.561,57.039,-24.931,-2.6258521478480166,
Guam,GUM,2023,3.6119143980071065,2.1385,6.3004999999999995,6.594,6.978,35.81,1.6486624478733192,-4.672,40.101,-2.377,-2.777682162350725,
Guatemala,GTM,2023,3.641962664781561,2.113,9,6.2,10.11,10.864,1.1659561872029867,-1.85,57.039,2.318,-0.787135019175185,
Guinea,GIN,2023,3.0280992907201294,8,7.086,18.794,10.75,14.874,1.254137030885468,-2.139,64.474,-15.675,-1.4854944246395636,
Guinea-Bissau,GNB,2023,2.9260711851602523,2,6.595,54.544,10.75,16.763,1.342205479276342,-2.933,64.474,-4.229,-2.4742672376735295,
Guyana,GUY,2023,3.9961919627993185,2.705,0.916,12.628,10.11,18.612,1.3260284683370085,-2.057,34.843,-16.227,-1.6147665758821694,
Haiti,HTI,2023,2.8435367401483393,23.8,0.276,8.568,10.11,17.252,1.3406027322567475,-4.251,57.039,-0.42,-1.800966669125273,
Honduras,HND,2023,3.413762317965037,3.692,9.277,6.456,4.87,26.804,1.469306445431168,-1.662,57.039,-2.816,-1.266903970723622,
Hong Kong SARChina,HKG,2023,4.681147311037725,2.4,5.037,4.38,4.413,19.747,1.4202198777251478,-7.825,36.1515,4.7,-0.12413815525190074,
Hungary,HUN,2023,4.246610094482611,3.393,10.2,13.292,4.699,44.954,1.688526602599545,-2.114,68.857,-0.853,-0.4398448255063325,
Iceland,ISL,2023,4.766194380718881,2.797,13.788,18.391,7,38.691,1.659783135425502,-4.686,43.383,0.207,-1.3793214553673399,
India,IND,2023,3.307628659326136,3.749,17.082,12.04,4.244,19.042,1.476701233677596,-4.855,36.1515,-0.931,0.7917201090161825,
Indonesia,IDN,2023,3.632172731031757,1.614,23.484,18.405,6.8,11.897,1.2403495267422193,-3.569,38.574,-2.404,0.3916963899729073,
Iran Islamic Rep.,IRN,2023,3.8846577495029044,30,-6.284,4.045,12.421,11.687,1.2680394499342407,-4.392,39.651,0.301,0.1167150325751379,
Iraq,IRQ,2023,3.678209619773317,1,7.6095,11.7105,10.75,31.569,1.6495782291202497,-11.53,64.474,-12.062,-0.38936026399461515,
Ireland,IRL,2023,4.9565433760215925,0.6,6,5.3,6.154,23.59,1.420467353076253,-1.706,55.968,5.461,-0.015420967388846189,
Isle of Man,IMY,2023,4.334577788850711,1.457,9.3515,9.0035,7.144,40.526,1.6561748918385482,-2.642,53.383,-0.89,-0.7793786460479025,
Israel,ISR,2023,4.6378836180425695,0.171,6.336,4.313,5.557,34.782,1.6215293920698475,-4.908,77.194,3.495,-0.0806853076891936,
Italy,ITA,2023,4.544831978523513,0.607,11.826,11.459,11.8,47.573,1.7304269452660446,-2.794,146.06,2.993,0.6221858837145291,
Jamaica,JAM,2023,3.75152775108437,5.4,12.313,13.524,10.11,28.249,1.4585320948855507,5.44,57.039,-7.237,-1.501731855955963,
Japan,JPN,2023,4.60994661044724,0.296,8.337,9.56,2.775,33.899,1.6054882086577447,-6.249,178.942,3.245,1.0144803465708734,
Jordan,JOR,2023,3.638189640190837,1.406,6.655,7.772,10.75,25.565,1.5176576677775326,-3.285,88.745,-5.68,-1.0392019530893923,
Kazakhstan,KAZ,2023,3.975631675844519,6.183,5.391,5.253,5.779,18.648,1.3419288837458094,-3.396,-7.699,-2.82,-0.38768522060465477,
Kenya,KEN,2023,3.3267617522814614,5,11.893,13.36,10.75,16.424,1.3970879562030496,-4.449,66.866,-5.394,-0.64868258933928,
Kiribati,KIR,2023,3.2592593098523635,2.027,9.698,31.453,6.978,96.925,2.027219095927667,-9.183,40.101,2.812,-3.361019664861706,
Korea Dem.Rep.,PRK,2023,3.624618260237977,3.749,9.39,9.56,4.244,19.747,1.3952739599869801,-3.702,36.1515,-2.507,-0.5278537174349428,
Korea Rep.,KOR,2023,4.5092731062553195,0.899,3.482,3.548,4.075,22.884,1.4016417484977712,-2.636,21.796,3.448,0.5315891334266831,
Kosovo,KSV,2023,4.334577788850711,1.457,9.3515,9.0035,7.144,40.526,1.6561748918385482,-2.642,53.383,-0.89,-0.7793786460479025,
Kuwait,KWT,2023,4.364327318314928,2.3,4.059,-1.93,10.75,51.136,1.7911851982534908,-22.884,64.474,-2.753,-0.6265405508757133,
Kyrgyz Republic,KGZ,2023,3.103796881618924,5.548,11.862,20.338,6.605,31.454,1.5671322787268096,-4.256,36.1515,-12.837,-1.7349869835183143,
Lao PDR,LAO,2023,3.4173255197945043,4.9,1.47,-1.417,4.244,13.781,1.290279528920517,-3.422,36.1515,-7.74,-1.3917689418146486,
Latvia,LVA,2023,4.299589442973428,1.839,9,4.162,8.012,39.989,1.6359459439796886,-2.318,36.716,-0.776,-1.0904440093095165,
Lebanon,LBN,2023,3.3267617522814614,3.411,7.6095,11.7105,10.75,21.336,1.4195757810621397,-3.0235000000000003,64.474,-5.3505,-1.4322263839229203,
Lesotho,LSO,2023,3.007884273478222,4.49,6.429,17.129,10.75,44.397,1.7182691171313622,-6.181,4.868,-11.851,-2.31153994017583,
Liberia,LBR,2023,2.810404588217736,9.5,1.599,2.368,10.75,28.6,1.500263926200883,-2.129,60.229,-21.579,-2.2023773028542584,
Libya,LBY,2023,3.6751089759503746,15.119,-15.804,188.41,10.75,63.35,2.0276471912172327,-43.223,64.474,-22.44,-1.0407857097928057,
Liechtenstein,LIE,2023,4.334577788850711,1.457,9.3515,9.0035,7.144,40.526,1.6561748918385482,-2.642,53.383,-0.89,-0.7793786460479025,
Lithuania,LTU,2023,4.357014616092109,1.737,9.703,7.051,7.5,34.877,1.5874976931479872,-3.784,41.808,4.521,-0.8865820854340144,
Luxembourg,LUX,2023,5.1001038202041045,1.376,4.412,5.12,7,44.222,1.6619735055657248,-1.863,-1.661,4.283,-0.7793786460479025,
